시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3,메뉴4,가격4
제주특별자치도,서귀포시,한식,제주돈삼겹 모슬포점,,제주특별자치도 서귀포시 대정읍 하모상가로 43,대패삼겹살 (100g),3500,우삼겹 (100g),5500,,,,
제주특별자치도,서귀포시,한식,단산칼국수,,"제주특별자치도 서귀포시 대정읍 인안성로 39, 1층",닭칼국수,9000,보리비빔밥,9000,,,,
제주특별자치도,서귀포시,한식,생원전복,,제주특별자치도 서귀포시 안덕면 화순리 1040-5,돈샤브샤브,13000,성게비빔밥,20000,,,,
제주특별자치도,서귀포시,한식,바당국수,,제주특별자치도 서귀포시 동문동로 21-1,멸치국수,7000,비빔국수,8000,,,,
제주특별자치도,서귀포시,한식,메로식당,,제주특별자치도 서귀포시 중정로91번길 16,지리,9000,매운탕,9000,,,,
제주특별자치도,서귀포시,숙박업,비스비제주앤팜빌리지,,제주특별자치도 서귀포시 속골로 29-10,프라이빗19가든뷰,120000,프라이빗23가든뷰,134000,시그니처S19오션뷰,134000,,
제주특별자치도,서귀포시,미용업,호근미용실,,제주특별자치도 서귀포시 호근북로3 2층,컷,11000,학생컷,8000,일반펌,35000,,
제주특별자치도,서귀포시,한식,월드컵흑돼지,,제주특별자치도 서귀포시 월드컵로 74,흑돼지오겹살,22000,갈비탕,15000,삼계탕,15000,,
제주특별자치도,제주시,한식,해동이네,,"제주특별자치도 제주시 임항로 242, 1F",곰탕,10000,육개장,8000,,,,
제주특별자치도,제주시,한식,성춘,,제주특별자치도 제주시 일도이동 1028-53,비빔밥,6000,몸국,8000,순대국밥,7000,멍게비빔밥,10000
제주특별자치도,제주시,한식,애진,,제주특별자치도 제주시 신성로 102,생오겹살(200g),14000,생목살(200g),14000,한우생등심(200g),29000,,
제주특별자치도,제주시,한식,부지깽이,,제주특별자치도 제주시 광양13길 11-2 1층,활고등어회(대),70000,활우럭조림(대),50000,활우럭조림(소),40000,,
제주특별자치도,제주시,미용업,머리만지는남자,,"제주특별자치도 제주시 독짓골6길 1, 1층(도남동)",일반펌,30000,남자컷트,13000,,,,
제주특별자치도,제주시,한식,광양왕소금깡통구이,,제주특별자치도 제주시 광양13길 13,돌솥비빔,6000,비빔밥,6000,된장찌개,6000,,
제주특별자치도,제주시,중식,은혜중화요리,,"제주특별자치도 제주시 인다2길 20, 1층",짜장면,6000,짬뽕,8000,볶음밥,8000,냉우동,8000
제주특별자치도,제주시,숙박업,탑아일랜드,,제주특별자치도 제주시 용남1길 47,디럭스더블,45000,드럭스트윈,48000,,,,
제주특별자치도,제주시,한식,용담생국수,,제주특별자치도 제주시 용담로 95,돼지국밥,9000,굴국,8000,,,,
제주특별자치도,제주시,미용업,머리하기좋은날,,제주특별자치도 제주시 신대로6길 11,커트(샴푸미포함),10000,염색(컷포함),30000,펌(컷포함),35000,,
제주특별자치도,제주시,미용업,보이앤맨,,제주특별자치도 제주시 원노형로 22,남성컷트,9000,학생컷트,8000,염색,20000,,
제주특별자치도,제주시,한식,승범이네집,,제주특별자치도 제주시 월랑로 56-1,매운탕,8000,지리,8000,회덮밥,8000,어내장탕,8000
제주특별자치도,제주시,미용업,설렘주의보,,"제주특별자치도 제주시 삼봉로2길 62, 1층",,,주니어컷,13000,클리닉펌,50000,컷트,18000
제주특별자치도,제주시,한식,내가찾은맛고을,,제주특별자치도 제주시 진남로8길 39,소머리국밥,7000,묵은지오겹전골大,30000,묵은지오겹전골中,25000,묵은지오겹전골小,20000
제주특별자치도,제주시,한식,행복맛집,,제주특별자치도 제주시 진남로6길 32,수제순두부,8000,고사리육개장,8000,동태탕,8000,콩비지찌개,8000
제주특별자치도,제주시,기타요식업,굴무기낭,,제주특별자치도 제주시 애월읍 납읍남로2길 6- 1동 1층,쉰다리,4500,쉰다리빵,5000,감귤쉰다리에이드,5000,쉰다리빙수,7000
제주특별자치도,제주시,숙박업,시드니호텔,,제주특별자치도 제주시 애월읍 애월해안로 943,디럭스더블,40000,트리플룸,50000,오션뷰디럭스트윈,50000,,
제주특별자치도,제주시,숙박업,시드니호텔2,,제주특별자치도 제주시 애월읍 애월해안로 945,디럭스더블,40000,오션뷰트윈,55000,패밀리트윈,55000,오션뷰패밀리트윈,65000
제주특별자치도,서귀포시,미용업,삼화이용원,,제주특별자치도 서귀포시 솜반천로 14-1,컷트,14000,염색,14000,,,,
제주특별자치도,서귀포시,기타요식업,다린,,제주특별자치도 서귀포시 법환로 11,쌍화차,8000,대추차,8000,,,,
제주특별자치도,서귀포시,한식,하노이식당,,"제주특별자치도 서귀포시 서호중로 84, 1층",하노이쌀국수,9500,매운쌀국수,10500,,,,
제주특별자치도,서귀포시,한식,고성장터국밥,,제주특별자치도 서귀포시 성산읍 고성동서로 45-19,따로국밥,7000,고기국수,7000,몸국,7000,모듬순대,10000
제주특별자치도,서귀포시,한식,동호갈비,,"제주특별자치도 서귀포시 중문상로 41, 1층",흑돼지오겹살,23000,생갈비,22000,양념갈비,18000,갈비탕,12000
제주특별자치도,서귀포시,미용업,웰빙이용원,,제주특별자치도 서귀포시 중문로28,컷트,15000,염색,15000,,,,
제주특별자치도,서귀포시,미용업,아름다운풍경미용실,,제주특별자치도 서귀포시 흙담솔로 20,펌,30000,컷트,10000,,,,
제주특별자치도,서귀포시,한식,맛있는집,,제주특별자치도 서귀포시 중앙로 110,순두부,8000,비빔밥,8000,,,,
제주특별자치도,서귀포시,한식,새서울두루치기,,제주특별자치도 서귀포시 태평로 406,흑돼지두루치기,8000,낙지두루치기,8000,오리두루치기,9000,,
제주특별자치도,서귀포시,한식,대광장식당,,제주특별자치도 서귀포시 중앙로 79,순두부,5000,김치찌개,6000,만두백반,5000,된장찌개,6000
제주특별자치도,서귀포시,한식,뽕뽕식당,,제주특별자치도 서귀포시 중앙로 42번길 33(서귀동),칼국수,6000,콩국수,7000,메밀칼국수,8000,김치찌개,7000
제주특별자치도,서귀포시,한식,오아시스,,제주특별자치도 서귀포시 신서귀로 42,수제돈까스,10000,돌솥비빔밥,10000,,,,
제주특별자치도,서귀포시,한식,감미롭다제주,,제주특별자치도 서귀포시 막동산로 8-3,현미채소버섯비빔밥,10000,현미면간장기름국수,10000,현미면비빔국수,10000,,
제주특별자치도,제주시,한식,넉둥베기,,"제주특별자치도 제주시 서문로9, 1층",돼지머리국밥,6000,돼지내장국밥,6000,,,,
제주특별자치도,제주시,한식,용진식당,,제주특별자치도 제주시 남성로 8,오겹살(200g),17000,청국장,8000,김치찌개,8000,순두부,8000
제주특별자치도,제주시,숙박업,제주게스트하우스민박,,제주특별자치도 제주시 용화로 10길 14,6인실,20000,4인실,20000,2인실,22000,1인실,31000
제주특별자치도,제주시,한식,바른갈치,,"제주특별자치도 제주시 월성로 26, 1층(용담이동)",제주은갈치조림정찬,19000,제주은갈치 순살조림 정찬,19000,,,,
제주특별자치도,제주시,한식,싱싱회센타,,"제주특별자치도 제주시 동문로4길 9, 2-8,9,3-10호(일도일동, 동문공설시장)",회덮밥,8000,매운탕,8000,성게국,10000,물회,10000
제주특별자치도,제주시,미용업,예술시대 미용실,,제주특별자치도 제주시 남광로 158-4,파마,30000,커트,10000,,,,
제주특별자치도,제주시,한식,파랑새분식,,제주특별자치도 제주시 도남로 78,김치찌개,7000,순두부,7000,비빔밥,7000,고기국수,7000
제주특별자치도,제주시,한식,부촌,,제주특별자치도 제주시 도남로6길 1,홍어회,40000,홍어전,25000,,,,
제주특별자치도,제주시,한식,2교시술기로운생활,,"제주특별자치도 제주시 연신로 78, 1층",술기로운3대장세트,49000,슬기로운 숙회수육세트,39000,,,,
제주특별자치도,제주시,한식,천지연 무태장어,,제주특별자치도 제주시 연삼로 461,장어탕大,12000,장어탕小,8000,,,,
제주특별자치도,제주시,한식,다온이네이모카세,,"제주특별자치도 제주시 서사로 97, 1층",뼈없는갈치조림(1인분),10000,등뼈김치찜(2인분),28000,,,,
제주특별자치도,제주시,한식,마시쭈,,제주특별자치도 제주시 서광로20길 17(삼도2동),쭈꾸미 덮밥,10000,철판쭈꾸미볶음,13000,,,,
제주특별자치도,제주시,일식,제쭈덮밥앤초밥시청점,,제주특별자치도 제주시 신성로 51,쭈꾸미 덮밥,7800,유부우동,5800,,,,
제주특별자치도,제주시,한식,서림칡냉면,,"제주특별자치도 제주시 진동로3길 25, 1층",냉면,8000,정식,9000,,,,
제주특별자치도,제주시,한식,김도희의갈치창고,,"제주특별자치도 제주시 중산간동로 174, 1층(회천동)",뼈있는갈치조림(2인),43000,뼈있는갈치조림+통갈치구이세트 2인,65000,,,,
제주특별자치도,제주시,미용업,제주대학교 구내,,"제주특별자치도 제주시 제주대학로 102, 내 학생회관 2층(아라일동)",컷트,10000,염색,30000,,,,
제주특별자치도,제주시,한식,복어잡는집,,"제주특별자치도 제주시 신대로13길 19, 1층",참복어지리,15000,참복어김치탕,15000,,,,
제주특별자치도,제주시,숙박업,욜로 제주게스트하우스,,"제주특별자치도 제주시 도령로 190, 201호(연동)",2인실,25000,4인실,25000,5인실,25000,독채,200000
제주특별자치도,제주시,기타요식업,진품꽈배기,,"제주특별자치도 제주시 신대로 147, 101호",핫도그,1300,대파찹쌀꽈배기,12000,,,,
제주특별자치도,제주시,한식,성심조림,,"제주특별자치도 제주시 신광로 8, 1층",갈치조림,15000,고등어조림,15000,섞어조림,15000,통갈치구이,40000
제주특별자치도,제주시,한식,길벗식당,,제주특별자치도 제주시 월광로 162,생오리구이한마리,55000,오겹살(제주산)200g,14000,,,,
제주특별자치도,제주시,기타요식업,제주족욕카페,,"제주특별자치도 제주시 조천읍 조함해안로 586, 4층",족욕+커피,9000,,,,,,
제주특별자치도,제주시,한식,추막회앤카페힐스,,"제주특별자치도 제주시 추자면 신양4길 18, 지하1층",회비빔밥,9000,물회,10000,회국수,9000,,
제주특별자치도,서귀포시,한식,제쭈 동홍점,,"제주특별자치도 서귀포시 동홍중앙로 58-8, 1층",제육덜밥,7800,유부우동,5800,,,,
제주특별자치도,서귀포시,한식,우수미회센타호텔더본점,,"제주특별자치도 서귀포시 색달로 18, 별관동 1층",제주식막회,60000,도다리세꼬시,60000,,,,
제주특별자치도,서귀포시,한식,신영음식점,,"제주특별자치도 서귀포시 중앙로71번길 4, 1층",순두부,7000,된장찌개,7000,,,,
제주특별자치도,서귀포시,기타요식업,내노키,,제주특별자치도 서귀포시 남원읍 태위로723번길 30-16,푸딩세트,10500,에그세트,7800,,,,
제주특별자치도,서귀포시,숙박업,바끄레민박,,제주특별자치도 서귀포시 남원읍 서의로 55,숙박(1박),50000,독채(1박),70000,,,,
제주특별자치도,서귀포시,한식,구두미바당,,제주특별자치도 서귀포시 칠십로 525,멸치국수,5000,수제돈까스,10000,,,,
제주특별자치도,서귀포시,한식,제쭈서귀포신시가지점,,제주특별자치도 서귀포시 일주동로 9217,제육덮밥,7800,제육덮밥세트,9800,쭈꾸미덮밥,7800,쭈꾸미덮밥세트,9800
제주특별자치도,서귀포시,한식,느루담,,"제주특별자치도 서귀포시 대청로 29, 105호",돼지곰탕,10000,직화고기덮밥,10000,,,,
제주특별자치도,서귀포시,숙박업,장원민박,,제주특별자치도 서귀포시 천제연로 49,숙박1인,25000,숙박2인,30000,,,,
제주특별자치도,서귀포시,숙박업,중문리조트,,제주특별자치도 서귀포시 색달로 117,객실(주니어),60000,객실(로얄),74250,객실(패밀리),94050,객실(투룸),117000
제주특별자치도,서귀포시,숙박업,하얀도화지민박,,제주특별자치도 서귀포시 하예로44번길 1,바다방,43000,하늘방,45000,,,,
